#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CYR61	CCL2	4448043	4433339	9606.ENSP00000398736	9606.ENSP00000225831	0	0	0	0	0.116	0	0	0.593	0.626
GUCA2A	DEFA6	4441934	4437404	9606.ENSP00000349493	9606.ENSP00000297436	0	0	0	0	0.523	0	0	0.250	0.626
GJA4	VWF	4441358	4434871	9606.ENSP00000343676	9606.ENSP00000261405	0	0	0	0	0.543	0	0	0.215	0.626
NPY	IL1B	4447109	4435241	9606.ENSP00000384364	9606.ENSP00000263341	0	0	0	0	0	0	0	0.626	0.626
CSGALNACT2	CHST3	4444396	4444113	9606.ENSP00000363590	9606.ENSP00000362207	0	0	0	0	0	0	0	0.626	0.626
CCL20	ICAM1	4442174	4435501	9606.ENSP00000351671	9606.ENSP00000264832	0	0	0	0	0.195	0	0	0.554	0.626
CD5	STAT3	4441273	4435468	9606.ENSP00000342681	9606.ENSP00000264657	0	0	0	0	0	0	0	0.625	0.625
FCGR3B	MNDA	4449681	4443045	9606.ENSP00000433642	9606.ENSP00000357123	0	0	0	0	0.522	0	0	0.248	0.625
SPARC	MGP	4433520	4433441	9606.ENSP00000231061	9606.ENSP00000228938	0	0	0	0	0.125	0	0	0.589	0.625
PLAU	IL1B	4444017	4435241	9606.ENSP00000361850	9606.ENSP00000263341	0	0	0	0	0.076	0	0	0.610	0.625
CST7	LCP2	4449115	4432628	9606.ENSP00000420384	9606.ENSP00000046794	0	0	0	0	0.625	0	0	0	0.625
VCAM1	CD80	4437090	4435403	9606.ENSP00000294728	9606.ENSP00000264246	0	0	0	0	0.226	0	0	0.535	0.625
PIM2	TNFSF13B	4444740	4444645	9606.ENSP00000365692	9606.ENSP00000365048	0	0	0	0	0	0	0	0.625	0.625
PIM2	SOCS1	4444740	4440100	9606.ENSP00000365692	9606.ENSP00000329418	0	0	0	0	0.065	0.472	0	0.302	0.625
JAK3	CD274	4447709	4445568	9606.ENSP00000391676	9606.ENSP00000370989	0	0	0	0	0.062	0	0	0.617	0.625
IL2RA	CD86	4445295	4440320	9606.ENSP00000369293	9606.ENSP00000332049	0	0	0	0	0.120	0	0	0.591	0.625
COL1A2	MXRA5	4437383	4433031	9606.ENSP00000297268	9606.ENSP00000217939	0	0	0	0	0.533	0.082	0	0.196	0.625
C2orf54	SNED1	4445810	4438454	9606.ENSP00000373586	9606.ENSP00000308893	0	0	0	0	0	0	0	0.625	0.625
CYBB	PLEK	4445083	4433624	9606.ENSP00000367851	9606.ENSP00000234313	0	0	0	0	0.584	0	0	0.136	0.625
NPY	PPARG	4447109	4436745	9606.ENSP00000384364	9606.ENSP00000287820	0	0	0	0	0	0	0	0.625	0.625
ETS1	THY1	4446058	4436571	9606.ENSP00000376436	9606.ENSP00000284240	0	0	0	0	0	0	0	0.624	0.624
STAT3	G6PC	4435468	4434327	9606.ENSP00000264657	9606.ENSP00000253801	0	0	0	0	0	0	0	0.624	0.624
MMP7	HGF	4434758	4433227	9606.ENSP00000260227	9606.ENSP00000222390	0	0	0	0	0.063	0	0	0.615	0.624
FLRT2	NID1	4440407	4435391	9606.ENSP00000332879	9606.ENSP00000264187	0	0	0	0	0	0	0	0.624	0.624
SLC4A4	SLC26A3	4447803	4441566	9606.ENSP00000393557	9606.ENSP00000345873	0	0	0	0	0	0	0	0.624	0.624
PLAU	STAT3	4444017	4435468	9606.ENSP00000361850	9606.ENSP00000264657	0	0	0	0	0	0	0	0.624	0.624
S100A8	IL1B	4443164	4435241	9606.ENSP00000357722	9606.ENSP00000263341	0	0	0	0	0.308	0	0	0.478	0.623
AREG	CMBL	4446446	4437319	9606.ENSP00000379097	9606.ENSP00000296658	0	0	0	0	0	0	0	0.623	0.623
LCN2	CLU	4444080	4438974	9606.ENSP00000362108	9606.ENSP00000315130	0	0	0	0	0.062	0	0	0.614	0.623
PDE4B	ST8SIA4	4440326	4433535	9606.ENSP00000332116	9606.ENSP00000231461	0	0	0	0	0	0	0	0.623	0.623
CD274	CD83	4445568	4445165	9606.ENSP00000370989	9606.ENSP00000368450	0	0	0	0	0.095	0	0	0.601	0.623
MMP9	TGM2	4443919	4442654	9606.ENSP00000361405	9606.ENSP00000355330	0	0	0	0	0.061	0	0	0.614	0.622
HCLS1	CORO1A	4439338	4433064	9606.ENSP00000320176	9606.ENSP00000219150	0	0	0	0	0.587	0	0	0.122	0.622
CXCL9	GPR29	4442567	4441381	9606.ENSP00000354901	9606.ENSP00000343952	0	0	0	0	0.061	0	0	0.613	0.622
ARHGAP25	CD53	4447445	4435973	9606.ENSP00000386911	9606.ENSP00000271324	0	0	0	0	0.536	0	0	0.220	0.622
ERO1L	XBP1	4446439	4432900	9606.ENSP00000379042	9606.ENSP00000216037	0	0	0	0	0	0	0	0.622	0.622
CASP4	CD274	4447557	4445568	9606.ENSP00000388566	9606.ENSP00000370989	0	0	0	0	0.146	0	0	0.574	0.621
ZC3H12A	IL1B	4444104	4435241	9606.ENSP00000362179	9606.ENSP00000263341	0	0	0	0	0.252	0.379	0	0.250	0.621
TCF4	STAT3	4446804	4435468	9606.ENSP00000381382	9606.ENSP00000264657	0	0	0	0	0	0	0	0.621	0.621
BMP7	CHRDL2	4446466	4435293	9606.ENSP00000379204	9606.ENSP00000263671	0	0	0	0	0	0.416	0	0.379	0.621
ICOS	IL7R	4439283	4438199	9606.ENSP00000319476	9606.ENSP00000306157	0	0	0	0	0.281	0	0	0.494	0.621
LCP1	PLEK	4446831	4433624	9606.ENSP00000381581	9606.ENSP00000234313	0	0	0	0	0.584	0	0	0.126	0.621
PLCE1	APOL1	4443733	4439145	9606.ENSP00000360431	9606.ENSP00000317674	0	0	0	0	0	0	0	0.621	0.621
MMP3	COL1A1	4437610	4433346	9606.ENSP00000299855	9606.ENSP00000225964	0	0	0	0	0.159	0	0	0.567	0.621
STAT1	ISG20	4442456	4438236	9606.ENSP00000354394	9606.ENSP00000306565	0	0	0	0	0.190	0	0	0.551	0.621
ARHGEF37	ARHGAP42	4439981	4437521	9606.ENSP00000328083	9606.ENSP00000298815	0	0	0	0	0	0	0	0.621	0.621
REG4	OLFM4	4441597	4433058	9606.ENSP00000346158	9606.ENSP00000219022	0	0	0	0	0.140	0	0	0.576	0.620
TNFRSF1B	ICAM1	4444700	4435501	9606.ENSP00000365435	9606.ENSP00000264832	0	0	0	0	0.116	0	0	0.588	0.620
MME	CD44	4448967	4448037	9606.ENSP00000418525	9606.ENSP00000398632	0	0	0	0	0	0	0	0.620	0.620
BTK	CD5	4451790	4441273	9606.ENSP00000483570	9606.ENSP00000342681	0	0	0	0	0.139	0.043	0	0.576	0.620
FSCN1	DPYSL3	4445678	4441360	9606.ENSP00000371798	9606.ENSP00000343690	0	0	0	0	0.133	0	0.540	0.125	0.620
CXCL1	TIMP1	4446449	4433052	9606.ENSP00000379110	9606.ENSP00000218388	0	0	0	0	0.116	0	0	0.588	0.620
PECAM1	LCP2	4450567	4432628	9606.ENSP00000457421	9606.ENSP00000046794	0	0	0	0	0.230	0	0	0.527	0.620
ITK	CYTIP	4448039	4435392	9606.ENSP00000398655	9606.ENSP00000264192	0	0	0	0	0.553	0.185	0	0	0.620
CTSK	BIRC3	4435989	4435265	9606.ENSP00000271651	9606.ENSP00000263464	0	0	0	0	0	0	0.600	0.090	0.620
CCL4	ITGAX	4451651	4450468	9606.ENSP00000482259	9606.ENSP00000454623	0	0	0	0	0.237	0	0	0.523	0.620
PTPRC	TAGAP	4448605	4442799	9606.ENSP00000411355	9606.ENSP00000356033	0	0	0	0	0.574	0	0	0.144	0.620
TIE1	VWF	4443944	4434871	9606.ENSP00000361554	9606.ENSP00000261405	0	0	0	0	0.282	0	0	0.490	0.619
FPR1	FGR	4450996	4444303	9606.ENSP00000471493	9606.ENSP00000363117	0	0	0	0	0.532	0.072	0	0.193	0.619
CXCR2	SELL	4439296	4433660	9606.ENSP00000319635	9606.ENSP00000236147	0	0	0	0	0.181	0	0	0.554	0.619
FMNL1	RAC2	4440086	4434085	9606.ENSP00000329219	9606.ENSP00000249071	0	0	0	0	0.171	0.268	0	0.422	0.619
CXCL1	IL1RN	4446449	4434682	9606.ENSP00000379110	9606.ENSP00000259206	0	0	0	0	0.225	0	0	0.528	0.619
ICAM1	TIMP1	4435501	4433052	9606.ENSP00000264832	9606.ENSP00000218388	0	0	0	0	0.098	0	0	0.595	0.619
KCNN3	ANKH	4451617	4436574	9606.ENSP00000481848	9606.ENSP00000284268	0	0	0	0	0	0	0	0.619	0.619
GJA1	ANK3	4436500	4436396	9606.ENSP00000282561	9606.ENSP00000280772	0	0	0	0	0	0	0	0.618	0.619
COL5A2	THBS2	4444466	4442741	9606.ENSP00000364000	9606.ENSP00000355751	0	0	0	0	0.276	0.083	0	0.473	0.619
BGN	CCL2	4439914	4433339	9606.ENSP00000327336	9606.ENSP00000225831	0	0	0	0	0.102	0	0	0.593	0.619
MMP9	HSPB3	4443919	4437956	9606.ENSP00000361405	9606.ENSP00000303394	0	0	0	0	0	0	0	0.618	0.618
CPT1A	G6PC	4435626	4434327	9606.ENSP00000265641	9606.ENSP00000253801	0	0	0	0	0.061	0	0	0.610	0.618
SLC16A9	SLC51B	4446398	4440658	9606.ENSP00000378757	9606.ENSP00000335292	0	0	0	0	0.062	0	0	0.609	0.618
IDO1	PTPRC	4449569	4448605	9606.ENSP00000430950	9606.ENSP00000411355	0	0	0	0	0.080	0.098	0	0.576	0.618
CD80	CD38	4435403	4433362	9606.ENSP00000264246	9606.ENSP00000226279	0	0	0	0	0.088	0	0	0.598	0.618
P2RY8	P2RY10	4445525	4432713	9606.ENSP00000370697	9606.ENSP00000171757	0	0	0	0.727	0.558	0	0	0.520	0.618
PLAU	MMP3	4444017	4437610	9606.ENSP00000361850	9606.ENSP00000299855	0	0	0	0	0.098	0	0	0.593	0.618
CASP1	CCL2	4449658	4433339	9606.ENSP00000433138	9606.ENSP00000225831	0	0	0	0	0.093	0	0	0.596	0.618
CHAD	ITGA5	4449264	4437011	9606.ENSP00000423812	9606.ENSP00000293379	0	0	0	0	0	0.055	0.600	0.072	0.618
SLC35G1	PLCE1	4448150	4443733	9606.ENSP00000400932	9606.ENSP00000360431	0	0	0	0	0.088	0	0	0.599	0.618
CLDN8	ESAM	4446957	4436321	9606.ENSP00000382783	9606.ENSP00000278927	0	0	0	0	0.056	0	0.600	0.070	0.618
IRS1	IL1B	4438085	4435241	9606.ENSP00000304895	9606.ENSP00000263341	0	0	0	0	0	0	0	0.618	0.618
ARHGAP25	PLEK	4447445	4433624	9606.ENSP00000386911	9606.ENSP00000234313	0	0	0	0.568	0.553	0	0	0.355	0.617
PTPRC	CD93	4448605	4433960	9606.ENSP00000411355	9606.ENSP00000246006	0	0	0	0	0.216	0	0	0.532	0.617
PTPRC	CXCL8	4448605	4438229	9606.ENSP00000411355	9606.ENSP00000306512	0	0	0	0	0.070	0	0	0.605	0.617
IFIT3	GBP4	4443820	4443540	9606.ENSP00000360883	9606.ENSP00000359490	0	0	0	0	0.241	0	0	0.517	0.617
PTGS2	CXCL3	4442894	4437221	9606.ENSP00000356438	9606.ENSP00000296026	0	0	0	0	0.260	0	0	0.504	0.617
CDH5	ANGPT2	4441389	4438957	9606.ENSP00000344115	9606.ENSP00000314897	0	0	0	0	0.083	0	0	0.599	0.617
PTPRC	CXCL10	4448605	4438146	9606.ENSP00000411355	9606.ENSP00000305651	0	0	0	0	0.109	0	0	0.587	0.617
CIITA	IL21R	4451905	4440838	9606.ENSP00000485010	9606.ENSP00000338010	0	0	0	0	0.525	0	0	0.227	0.617
SOD2	CXCL8	4450194	4438229	9606.ENSP00000446252	9606.ENSP00000306512	0	0	0	0	0.219	0	0	0.530	0.617
CTLA4	HGF	4438004	4433227	9606.ENSP00000303939	9606.ENSP00000222390	0	0	0	0	0.064	0	0	0.608	0.617
RAC2	LCP2	4434085	4432628	9606.ENSP00000249071	9606.ENSP00000046794	0	0	0	0	0.366	0	0	0.419	0.616
GBP5	AIM2	4443538	4443042	9606.ENSP00000359488	9606.ENSP00000357112	0	0	0	0	0.301	0	0	0.473	0.616
ICOS	LCP2	4439283	4432628	9606.ENSP00000319476	9606.ENSP00000046794	0	0	0	0	0.334	0.354	0	0.178	0.616
SLC7A5	SLC3A1	4434914	4434795	9606.ENSP00000261622	9606.ENSP00000260649	0	0	0	0	0.058	0.261	0	0.493	0.616
CXCL1	FGF2	4446449	4435443	9606.ENSP00000379110	9606.ENSP00000264498	0	0	0	0	0	0	0	0.616	0.616
GBP1	ISG20	4443543	4438236	9606.ENSP00000359504	9606.ENSP00000306565	0	0	0	0	0.159	0	0	0.562	0.616
CCL4	IL1RN	4451651	4434682	9606.ENSP00000482259	9606.ENSP00000259206	0	0	0	0	0.231	0	0	0.522	0.616
VEGFC	INSR	4451445	4437994	9606.ENSP00000480043	9606.ENSP00000303830	0	0	0	0	0	0	0.600	0.081	0.616
CACNA2D1	PPP2R3A	4441912	4435527	9606.ENSP00000349320	9606.ENSP00000264977	0	0	0	0	0.081	0	0.600	0	0.616
CCL4	LCP2	4451651	4432628	9606.ENSP00000482259	9606.ENSP00000046794	0	0	0	0	0.573	0	0	0.138	0.616
CFI	SERPING1	4446295	4436285	9606.ENSP00000378130	9606.ENSP00000278407	0	0	0	0	0.081	0.129	0	0.558	0.615
FBN1	COL6A3	4439770	4437161	9606.ENSP00000325527	9606.ENSP00000295550	0	0	0	0	0.341	0.063	0	0.427	0.615
PTPRC	ITGA5	4448605	4437011	9606.ENSP00000411355	9606.ENSP00000293379	0	0	0	0	0.060	0.165	0	0.549	0.615
ARHGAP30	SLAMF8	4443012	4436821	9606.ENSP00000356992	9606.ENSP00000289707	0	0	0	0	0.161	0	0	0.560	0.615
VCAM1	CX3CL1	4437090	4432567	9606.ENSP00000294728	9606.ENSP00000006053	0	0	0	0	0.101	0	0	0.589	0.615
BCL6	CTLA4	4447113	4438004	9606.ENSP00000384371	9606.ENSP00000303939	0	0	0	0	0	0	0	0.615	0.615
GALNT2	NOD2	4442721	4437679	9606.ENSP00000355632	9606.ENSP00000300589	0	0	0	0	0	0.328	0	0.450	0.615
EGR1	HGF	4433758	4433227	9606.ENSP00000239938	9606.ENSP00000222390	0	0	0	0	0	0	0	0.615	0.615
MARCH1	INSR	4449390	4437994	9606.ENSP00000427223	9606.ENSP00000303830	0	0	0	0	0	0.379	0	0.405	0.614
TIE1	F2RL2	4443944	4437317	9606.ENSP00000361554	9606.ENSP00000296641	0	0	0	0	0	0	0	0.614	0.614
TNFRSF1B	CTLA4	4444700	4438004	9606.ENSP00000365435	9606.ENSP00000303939	0	0	0	0	0.098	0	0	0.590	0.614
PECAM1	ITGAL	4450567	4441903	9606.ENSP00000457421	9606.ENSP00000349252	0	0	0	0	0.139	0	0	0.571	0.614
IL2RA	GZMB	4445295	4432950	9606.ENSP00000369293	9606.ENSP00000216341	0	0	0	0	0.167	0	0	0.556	0.614
SLC1A3	SLC3A1	4435561	4434795	9606.ENSP00000265113	9606.ENSP00000260649	0	0	0	0	0.061	0	0	0.605	0.614
COL4A1	THBS1	4444632	4434771	9606.ENSP00000364979	9606.ENSP00000260356	0	0	0	0	0.115	0.333	0	0.399	0.614
PTPRC	GPR29	4448605	4441381	9606.ENSP00000411355	9606.ENSP00000343952	0	0	0	0	0.064	0	0	0.605	0.614
LCP1	RHOU	4446831	4442726	9606.ENSP00000381581	9606.ENSP00000355652	0	0	0	0	0.062	0.110	0.540	0.113	0.614
PIM2	SOCS3	4444740	4440175	9606.ENSP00000365692	9606.ENSP00000330341	0	0	0	0	0	0.062	0	0.606	0.614
SLAMF1	IL7R	4438202	4438199	9606.ENSP00000306190	9606.ENSP00000306157	0	0	0	0	0.140	0	0	0.569	0.613
CD86	IL7R	4440320	4438199	9606.ENSP00000332049	9606.ENSP00000306157	0	0	0	0	0.138	0	0	0.570	0.613
CD53	RAC2	4435973	4434085	9606.ENSP00000271324	9606.ENSP00000249071	0	0	0	0	0.555	0	0	0.167	0.613
IL18R1	TAGAP	4447483	4442799	9606.ENSP00000387211	9606.ENSP00000356033	0	0	0	0	0.110	0	0	0.584	0.613
RHOU	SH3PXD2B	4442726	4438532	9606.ENSP00000355652	9606.ENSP00000309714	0	0	0	0	0	0.185	0.540	0.052	0.613
MMP12	MMP9	4450601	4443919	9606.ENSP00000458585	9606.ENSP00000361405	0	0	0	0.732	0.506	0	0	0.816	0.613
GPR29	CCL22	4441381	4433070	9606.ENSP00000343952	9606.ENSP00000219235	0	0	0	0	0.062	0.050	0	0.600	0.613
CD53	ARHGDIB	4435973	4433442	9606.ENSP00000271324	9606.ENSP00000228945	0	0	0	0	0.556	0	0	0.162	0.612
CD86	SLAMF1	4440320	4438202	9606.ENSP00000332049	9606.ENSP00000306190	0	0	0	0	0.334	0	0	0.442	0.612
CFB	THBD	4448835	4444829	9606.ENSP00000416561	9606.ENSP00000366307	0	0	0	0	0.076	0.157	0	0.542	0.612
RNF213	IFI44	4450730	4443609	9606.ENSP00000464087	9606.ENSP00000359783	0	0	0	0	0.584	0	0	0.105	0.612
FSTL1	THY1	4437169	4436571	9606.ENSP00000295633	9606.ENSP00000284240	0	0	0	0	0.214	0	0	0.527	0.612
CXCL9	ICAM1	4442567	4435501	9606.ENSP00000354901	9606.ENSP00000264832	0	0	0	0	0.088	0	0	0.592	0.612
ACSL4	LIPC	4440986	4437532	9606.ENSP00000339787	9606.ENSP00000299022	0	0	0	0	0.062	0	0.600	0.050	0.612
THBS2	BGN	4442741	4439914	9606.ENSP00000355751	9606.ENSP00000327336	0	0	0	0	0.351	0	0	0.426	0.612
PTPRC	IL1B	4448605	4435241	9606.ENSP00000411355	9606.ENSP00000263341	0	0	0	0	0.147	0	0	0.564	0.612
IRS1	PLEK	4438085	4433624	9606.ENSP00000304895	9606.ENSP00000234313	0	0	0	0	0.057	0	0	0.605	0.612
COL3A1	MXRA5	4438049	4433031	9606.ENSP00000304408	9606.ENSP00000217939	0	0	0	0	0.543	0.082	0	0.150	0.612
LYN	CSF3R	4449476	4444109	9606.ENSP00000428924	9606.ENSP00000362195	0	0	0	0	0.131	0.388	0	0.329	0.612
VCAM1	CCL22	4437090	4433070	9606.ENSP00000294728	9606.ENSP00000219235	0	0	0	0	0	0.379	0	0.400	0.611
PTPRC	HGF	4448605	4433227	9606.ENSP00000411355	9606.ENSP00000222390	0	0	0	0	0.084	0	0	0.592	0.611
CD34	SELP	4438554	4435297	9606.ENSP00000310036	9606.ENSP00000263686	0	0	0	0	0.137	0	0	0.568	0.611
MMP9	ZEB1	4443919	4442472	9606.ENSP00000361405	9606.ENSP00000354487	0	0	0	0	0	0	0	0.611	0.611
CD44	MADCAM1	4448037	4432866	9606.ENSP00000398632	9606.ENSP00000215637	0	0	0	0	0	0.379	0	0.400	0.611
COL1A2	CCDC80	4437383	4432819	9606.ENSP00000297268	9606.ENSP00000206423	0	0	0	0	0.453	0	0	0.316	0.610
PECAM1	EMR1	4450567	4438706	9606.ENSP00000457421	9606.ENSP00000311545	0	0	0	0	0.055	0	0	0.604	0.610
BCL6	XBP1	4447113	4432900	9606.ENSP00000384371	9606.ENSP00000216037	0	0	0	0	0	0	0	0.610	0.610
ITGAL	CD38	4441903	4433362	9606.ENSP00000349252	9606.ENSP00000226279	0	0	0	0	0.157	0	0	0.557	0.610
VAV1	CLEC7A	4451047	4437867	9606.ENSP00000472929	9606.ENSP00000302569	0	0	0	0	0.126	0	0	0.572	0.610
SYNE1	MYO1D	4442844	4439692	9606.ENSP00000356224	9606.ENSP00000324527	0	0	0	0	0.049	0.091	0	0.585	0.610
SERPINB5	PI3	4445723	4433871	9606.ENSP00000372221	9606.ENSP00000243924	0	0	0	0	0.113	0	0	0.579	0.610
CYR61	THBS1	4448043	4434771	9606.ENSP00000398736	9606.ENSP00000260356	0	0	0	0	0.200	0	0	0.532	0.610
THY1	HGF	4436571	4433227	9606.ENSP00000284240	9606.ENSP00000222390	0	0	0	0	0	0	0	0.610	0.610
CCL4	TNFSF8	4451651	4433290	9606.ENSP00000482259	9606.ENSP00000223795	0	0	0	0	0.297	0	0	0.468	0.610
PTGS2	NOD2	4442894	4437679	9606.ENSP00000356438	9606.ENSP00000300589	0	0	0	0	0.087	0	0	0.591	0.610
PTPRC	LILRB2	4448605	4445945	9606.ENSP00000411355	9606.ENSP00000375629	0	0	0	0	0.551	0.059	0	0.151	0.610
CCL4	PTPRC	4451651	4448605	9606.ENSP00000482259	9606.ENSP00000411355	0	0	0	0	0.271	0	0	0.486	0.610
LYN	CD44	4449476	4448037	9606.ENSP00000428924	9606.ENSP00000398632	0	0	0	0	0.062	0.057	0	0.594	0.610
GPR65	PLEK	4435771	4433624	9606.ENSP00000267549	9606.ENSP00000234313	0	0	0	0	0.604	0	0	0.055	0.610
MMP9	ANXA5	4443919	4437297	9606.ENSP00000361405	9606.ENSP00000296511	0	0	0	0	0	0	0	0.610	0.610
PSMB9	HLA-DMA	4444464	4444460	9606.ENSP00000363993	9606.ENSP00000363976	0	0	0	0	0.176	0	0	0.546	0.610
CCL4	VEGFC	4451651	4451445	9606.ENSP00000482259	9606.ENSP00000480043	0	0	0	0	0	0	0	0.609	0.610
COL1A2	TIMP3	4437383	4435687	9606.ENSP00000297268	9606.ENSP00000266085	0	0	0	0	0.254	0	0	0.498	0.610
ICAM2	CDH5	4448780	4441389	9606.ENSP00000415283	9606.ENSP00000344115	0	0	0	0	0.078	0	0	0.593	0.609
MME	PDGFRB	4448967	4434952	9606.ENSP00000418525	9606.ENSP00000261799	0	0	0	0	0.065	0	0	0.598	0.609
PECAM1	CD93	4450567	4433960	9606.ENSP00000457421	9606.ENSP00000246006	0	0	0	0	0.404	0	0	0.371	0.609
PTPRC	CXCL1	4448605	4446449	9606.ENSP00000411355	9606.ENSP00000379110	0	0	0	0	0.061	0	0	0.601	0.609
GPR29	CXCL13	4441381	4436695	9606.ENSP00000343952	9606.ENSP00000286758	0	0	0	0	0.064	0	0	0.599	0.609
PLAUR	CXCL8	4440945	4438229	9606.ENSP00000339328	9606.ENSP00000306512	0	0	0	0	0.287	0	0	0.475	0.609
CD274	SELL	4445568	4433660	9606.ENSP00000370989	9606.ENSP00000236147	0	0	0	0	0.089	0	0	0.588	0.609
CD2	FYN	4443326	4441647	9606.ENSP00000358490	9606.ENSP00000346671	0	0	0	0	0.089	0.294	0	0.441	0.609
CCL18	CCL20	4451437	4442174	9606.ENSP00000479955	9606.ENSP00000351671	0	0	0	0	0.095	0	0	0.586	0.609
MMP9	CXCR2	4443919	4439296	9606.ENSP00000361405	9606.ENSP00000319635	0	0	0	0	0.089	0.064	0	0.577	0.608
GPR29	CD80	4441381	4435403	9606.ENSP00000343952	9606.ENSP00000264246	0	0	0	0	0.053	0	0	0.603	0.608
GBP1	IFI16	4443543	4443043	9606.ENSP00000359504	9606.ENSP00000357113	0	0	0	0	0.330	0	0	0.440	0.608
STAT3	NAMPT	4435468	4433236	9606.ENSP00000264657	9606.ENSP00000222553	0	0	0	0	0.077	0	0	0.593	0.608
CD5	CD80	4441273	4435403	9606.ENSP00000342681	9606.ENSP00000264246	0	0	0	0	0.076	0	0	0.593	0.608
CCL4	IL2RA	4451651	4445295	9606.ENSP00000482259	9606.ENSP00000369293	0	0	0	0	0.191	0	0	0.536	0.608
CACNA2D1	RASGRP1	4441912	4438572	9606.ENSP00000349320	9606.ENSP00000310244	0	0	0	0	0.061	0	0.600	0.042	0.608
MMP1	COL1A1	4439553	4433346	9606.ENSP00000322788	9606.ENSP00000225964	0	0	0	0	0.128	0	0	0.569	0.608
CD86	CLEC7A	4440320	4437867	9606.ENSP00000332049	9606.ENSP00000302569	0	0	0	0	0.185	0	0	0.537	0.607
NDUFC1	ETFDH	4449976	4449371	9606.ENSP00000441126	9606.ENSP00000426638	0	0	0	0	0.061	0	0	0.598	0.607
PTPRC	PDPN	4448605	4437078	9606.ENSP00000411355	9606.ENSP00000294489	0	0	0	0	0	0	0	0.607	0.607
SLC16A9	ABCG2	4446398	4433689	9606.ENSP00000378757	9606.ENSP00000237612	0	0	0	0	0	0	0	0.607	0.607
CCL4	LILRB2	4451651	4445945	9606.ENSP00000482259	9606.ENSP00000375629	0	0	0	0	0.554	0	0	0.156	0.607
SLC4A11	CYYR1	4445316	4437563	9606.ENSP00000369399	9606.ENSP00000299340	0	0	0	0	0	0	0	0.607	0.607
BGN	COL12A1	4439914	4439744	9606.ENSP00000327336	9606.ENSP00000325146	0	0	0	0	0.313	0.082	0	0.427	0.607
PTPRC	ARHGAP30	4448605	4443012	9606.ENSP00000411355	9606.ENSP00000356992	0	0	0	0	0.607	0	0	0	0.607
TIMP3	THBS1	4435687	4434771	9606.ENSP00000266085	9606.ENSP00000260356	0	0	0	0	0.103	0	0	0.579	0.607
ITGAX	CR1	4450468	4442796	9606.ENSP00000454623	9606.ENSP00000356016	0	0	0	0	0.163	0	0	0.550	0.607
PARVG	PLEK	4447700	4433624	9606.ENSP00000391583	9606.ENSP00000234313	0	0	0	0	0.499	0	0	0.248	0.607
IKBIP	ARFGAP3	4437540	4435222	9606.ENSP00000299157	9606.ENSP00000263245	0	0	0	0	0	0	0	0.606	0.606
CCL18	CXCL11	4451437	4438264	9606.ENSP00000479955	9606.ENSP00000306884	0	0	0	0	0.128	0	0	0.566	0.606
GPR29	CCL2	4441381	4433339	9606.ENSP00000343952	9606.ENSP00000225831	0	0	0	0	0	0.059	0	0.598	0.606
SLC6A14	SLC3A1	4450971	4434795	9606.ENSP00000470801	9606.ENSP00000260649	0	0	0	0	0.055	0	0	0.601	0.606
CXCL9	VCAM1	4442567	4437090	9606.ENSP00000354901	9606.ENSP00000294728	0	0	0	0	0.143	0	0	0.559	0.606
TIMP3	IL1B	4435687	4435241	9606.ENSP00000266085	9606.ENSP00000263341	0	0	0	0	0.062	0	0	0.597	0.606
COL5A2	BGN	4444466	4439914	9606.ENSP00000364000	9606.ENSP00000327336	0	0	0	0	0.339	0.082	0	0.403	0.606
LILRB2	GZMB	4445945	4432950	9606.ENSP00000375629	9606.ENSP00000216341	0	0	0	0	0.522	0	0	0.211	0.606
COL3A1	LOXL1	4438049	4434982	9606.ENSP00000304408	9606.ENSP00000261921	0	0	0	0	0.355	0	0	0.415	0.606
COL12A1	ADAMTS1	4439744	4436609	9606.ENSP00000325146	9606.ENSP00000284984	0	0	0	0	0.193	0.064	0	0.520	0.606
IL7R	CD80	4438199	4435403	9606.ENSP00000306157	9606.ENSP00000264246	0	0	0	0	0.139	0	0	0.560	0.606
NR1H4	G6PC	4450225	4434327	9606.ENSP00000447149	9606.ENSP00000253801	0	0	0	0	0.150	0	0	0.556	0.606
CD86	ANXA5	4440320	4437297	9606.ENSP00000332049	9606.ENSP00000296511	0	0	0	0	0	0	0	0.606	0.606
ANPEP	ITGA5	4437626	4437011	9606.ENSP00000300060	9606.ENSP00000293379	0	0	0	0	0.191	0	0	0.533	0.606
ICAM2	MADCAM1	4448780	4432866	9606.ENSP00000415283	9606.ENSP00000215637	0	0	0	0	0	0	0	0.606	0.606
CD2	CD80	4443326	4435403	9606.ENSP00000358490	9606.ENSP00000264246	0	0	0	0	0.098	0	0	0.581	0.605
TGM2	THBS1	4442654	4434771	9606.ENSP00000355330	9606.ENSP00000260356	0	0	0	0	0.107	0.336	0	0.388	0.605
EOMES	SELL	4447558	4433660	9606.ENSP00000388620	9606.ENSP00000236147	0	0	0	0	0.063	0	0	0.596	0.605
CCL4	ICAM1	4451651	4435501	9606.ENSP00000482259	9606.ENSP00000264832	0	0	0	0	0.096	0	0	0.581	0.605
